,AGMT_GID,POLICY_ID,NM_INSURED_NM,POL_EFF_DT,POL_EXP_DT,RISK_STATE_CD,DRVR_BIRTH_DT,AGE,DRVR_FULL_NM,DRVR_GENDER_CD,AARP_MEMBER_ID,AARP_MEMBER_IND,DRVR_MAJ_VLT_CNT,DRVR_MNR_VLT_CNT,INSD_MAIL_CITY_NM,INSD_MAIL_ST_ABBR,INSD_MAIL_STR_ADDR,INSRD_MAIL_ZIP_CD,LOSS_EVNT_NUM
AGMT_GID,1.0,-0.04779973704546063,-0.0035976777000758077,-0.14536358394236254,-0.10463845737816707,0.005625857116075294,0.009363437153583433,-0.045094689449795534,-0.0005959471125182929,0.009883528566358518,0.09056116370830562,-0.11668138504251699,0.0007841630149577891,-0.007119830477765633,0.007657928257305889,0.0040696696460575214,-0.012946248685657925,0.005197857287244196,0.06656424281321921
POLICY_ID,-0.04779973704546063,1.0,-0.0014851442148545967,0.026097988554945835,0.00981903884887654,-0.01507647529912524,-0.014747885034704946,0.031222739979651457,0.010771676440946926,-0.013641984575716146,0.03135900802204853,0.3301984892162277,-0.012536930463572248,0.0031675617152424817,0.015576835313493392,-0.0247904482038449,-0.01391137916987283,0.2665424599080968,0.00452561855159423
NM_INSURED_NM,-0.0035976777000758077,-0.0014851442148545967,1.0,0.0035134683356879233,0.008150790501837903,-0.003603287269754663,-0.0008790082170474591,0.005956839207780159,0.6095147916744286,0.007031381768182504,-0.013133132264537712,0.0009917825973466408,-0.008712397099543218,-0.001670072878552227,0.0069521869831450055,-0.00293502972771986,-0.0010907932206596777,-0.010727607016196027,0.0006006631387438751
POL_EFF_DT,-0.14536358394236254,0.026097988554945835,0.0035134683356879233,1.0,0.9340067425283779,0.004510968754369952,0.028656187286759165,-0.0010379441053728073,0.039802068562440264,0.053208274903300816,0.01899506141433871,0.06425836827231066,-0.0029815378069992164,0.004965693978186511,0.006482676466991774,0.009128635734265747,0.016250918466105664,0.013349582928631013,0.02211807001990865
POL_EXP_DT,-0.10463845737816707,0.00981903884887654,0.008150790501837903,0.9340067425283779,1.0,-0.0007924566347753612,0.028520938634941474,-0.009518191591849273,0.03991630065158711,0.056090515903956424,0.017799227125999736,0.04063322939929357,-0.0031432236115091867,0.007063337308862512,0.010284894834000724,0.004903965879389613,0.012213025896519493,0.012537593765734021,0.02818715429812854
RISK_STATE_CD,0.005625857116075294,-0.01507647529912524,-0.003603287269754663,0.004510968754369952,-0.0007924566347753612,1.0,0.005290122071342208,0.0402095965161394,-0.007129429886138142,-0.002336309421609907,-0.008185498719730618,0.021156398289699684,0.005900283525370652,0.006378868030444816,-0.04814055405379965,0.9468892205121258,0.011578959342196214,-0.10303249188694438,-0.0016394838046380586
DRVR_BIRTH_DT,0.009363437153583433,-0.014747885034704946,-0.0008790082170474591,0.028656187286759165,0.028520938634941474,0.005290122071342208,1.0,0.008700559152083592,0.030579275921842848,0.05286300096767585,-0.0008477151959502482,0.051787345339745876,-0.0014497737868586524,-0.006791809291614015,0.013069479526135495,0.008244215048557593,0.006582463913573752,-0.003658532965088335,0.005430031716611387
AGE,-0.045094689449795534,0.031222739979651457,0.005956839207780159,-0.0010379441053728073,-0.009518191591849273,0.0402095965161394,0.008700559152083592,1.0,0.009039605989282228,0.014376589978279465,-0.3566914966409762,0.1954667031607827,-0.0035152225040977923,-0.02634524053735645,0.0017405756697066398,0.03296214572657703,-0.0020828770814542677,-0.032041640677634736,0.008870691830628094
DRVR_FULL_NM,-0.0005959471125182929,0.010771676440946926,0.6095147916744286,0.039802068562440264,0.03991630065158711,-0.007129429886138142,0.030579275921842848,0.009039605989282228,1.0,0.05563182519882516,-0.013933212524865889,0.05626954849031486,-0.00865534077555073,-0.004880548197607626,-0.0037013193407146906,-0.003095160964948541,0.0027007818461868838,-0.009944173210378675,0.0020548887865199012
DRVR_GENDER_CD,0.009883528566358518,-0.013641984575716146,0.007031381768182504,0.053208274903300816,0.056090515903956424,-0.002336309421609907,0.05286300096767585,0.014376589978279465,0.05563182519882516,1.0,0.019065009041829617,0.06795115843595594,0.0009351823641673504,0.006235383511458673,-0.001981863368412177,0.003654683642533667,0.007154580270180549,0.0016217228610759637,0.0006352842615281914
AARP_MEMBER_ID,0.09056116370830562,0.03135900802204853,-0.013133132264537712,0.01899506141433871,0.017799227125999736,-0.008185498719730618,-0.0008477151959502482,-0.3566914966409762,-0.013933212524865889,0.019065009041829617,1.0,0.015550941439300428,,-0.0029539082160243276,-0.001806981088631814,0.013983494475144846,-0.004915309565950753,0.011974827068070923,-0.06437403495915182
AARP_MEMBER_IND,-0.11668138504251699,0.3301984892162277,0.0009917825973466408,0.06425836827231066,0.04063322939929357,0.021156398289699684,0.051787345339745876,0.1954667031607827,0.05626954849031486,0.06795115843595594,0.015550941439300428,1.0,-0.024433873903332095,0.0036635822423738192,-0.0002635855889975435,0.015630661740167237,0.0005216002103967124,0.03834039202307594,0.0007932914859287671
